X,Y,OBJECTID,SourceOID,ABCDMisc,ADSPermissionState,ContainmentDateTime,ControlDateTime,CreatedBySystem,IncidentSize,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalAcres,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsReimbursable,IsTrespass,IsUnifiedCommand,LocalIncidentIdentifier,ModifiedBySystem,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,EstimatedFinalCost,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,IsCpxChild,CpxName,CpxID,SourceGlobalID,GlobalID
-95.000217305,36.311896474,298261,23877793,,FIREREPORTING,2023/03/06 21:00:00+00,2023/03/11 18:00:00+00,wildcad,0.1,0.1,ARAOC,,,,,,,,,,Human,,,P5SU,,2023/03/06 20:00:00+00,,2023/03/11 18:00:00+00,,,,,PA,1522,SACC,,,,,,ENCAMPMENT,,WF,FI,36.31189,-95.00021,0.1,,{931A5DFB-C33F-448D-BE94-DB4645ABCCCC},,0,1,0,0,0,,000446,wildcad,,,,Delaware,ARAOC,40041,TRIBE,OKCNA,,Tribal,Other,,,,,,,SA17A,TRIBE,OKCNA,US-OK,,,,,,2023-OKCNA-000446,No Decision,,,,2023/03/07 14:37:22+00,2023/03/11 20:35:49+00,0,,,{75D5EEA4-CFF9-487E-9A76-AB1D0421B0D2},{28A7D6B0-0BDF-4E4D-8F44-F51E8B236CB4}
-118.183742231,34.6893049290001,298262,23877791,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,2023/03/07 14:30:09+00,,,,,,,,,OSCC,,,,,,LAC-079315,,WF,FI,34.6893,-118.18373,,,{C21C7886-2731-4499-BB01-923E319BF216},,0,,,,,,079315,lacocad,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2023-CALAC-079315,No Decision,,,,2023/03/07 14:34:49+00,2023/03/07 14:34:49+00,0,,,{D505B24A-D262-45C0-A8AF-5E97A738E23F},{136E849C-E3A2-43CC-B504-F347CFF27166}
-92.130106633,37.5364068430001,298263,23877795,,DEFAULT,,,wildcad,284,1,MOMOC,,,,,,,,,,Undetermined,,,,,2023/03/02 14:31:06+00,,,,,,,,,EACC,,,,,,17 Pine Unit B RX ,,RX,FI,37.5364,-92.1301,,,{42C83290-DD48-4D8A-B49A-8DA53F7B4B6C},,0,0,0,0,0,,000093,wildcad,,,,Texas,MOMOC,29215,USFS,MOMTF,,USFS,Federal,,,,,,,EA13,USFS,MOMTF,US-MO,,,,,,2023-MOMTF-000093,No Decision,,,,2023/03/07 14:38:59+00,2023/03/07 14:39:01+00,0,,,{DD811C6C-9467-4308-ABD0-EF91BF1FB5E1},{9820CED8-0952-4208-92E5-EDD012A2FAD0}
-94.896317326,36.918006588,298264,23877796,,FIREREPORTING,2023/03/05 18:59:59+00,2023/03/05 18:59:59+00,wildcad,0.1,0.1,ARAOC,,,,,,,,,,Human,,,P5SV,,2023/03/05 18:00:00+00,,2023/03/07 18:00:00+00,,,,,PA,1522,SACC,,,,,,PRARIE SUN,,WF,FI,36.918,-94.89631,0.1,,{90B31F04-C46F-43A1-905A-83F45759314A},,0,1,0,0,0,,000447,wildcad,,,,Ottawa,ARAOC,40115,,,,Private,Private,,,,,,,SA17A,BIA,OKMIA,US-OK,,,,,,2023-OKMIA-000447,No Decision,,,,2023/03/07 14:41:21+00,2023/03/07 14:43:28+00,0,,,{762AC764-4A48-4E27-85BB-0A4D86EE3EC0},{5537FF79-28B0-47F6-88E6-D2FB0FAA63BD}
-116.901871934,33.7514448970001,298265,23877797,,DEFAULT,,,cfcad,,0.01,CARRCC,,,,,,,,,,Undetermined,,,,,2023/03/07 14:22:57+00,,,,,,,,,OSCC,,,,,,PALM AV / CHICAGO AV,,WF,FI,33.75144,-116.90186,,,{5F9C41D7-60F4-4372-9915-3F30A57A0D12},,0,0,0,0,0,,034272,cfcad,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC08,CAL FIRE,CARRU,US-CA,,,,,,2023-CARRU-034272,No Decision,,,,2023/03/07 14:47:00+00,2023/03/07 14:47:00+00,0,,,{C8E342E3-1956-4846-89F4-2A3781569273},{BDC9336F-462D-4636-9289-BDE714847834}
-83.8058641379999,35.596516846,298266,23877798,,DEFAULT,,,wildcad,377,1,TNTNC,,,,,,,,,,Undetermined,,,,,2023/03/07 14:44:11+00,,,,,,,,,SACC,,,,,,RX - Maple Branch,,RX,FI,35.59651,-83.80586,317,,{A40457CC-7421-4DA4-8945-6F947E610E65},,0,0,0,0,0,,000107,wildcad,,,,Blount,TNTNC,47009,NPS,TNGSP,,NPS,Federal,,,,,,,SA25B,NPS,TNGSP,US-TN,,,,,,2023-TNGSP-000107,No Decision,,,,2023/03/07 14:48:18+00,2023/03/08 15:10:10+00,0,,,{19B92C6B-DA69-4373-8011-3A25A6EC09BB},{D51AD18C-C1C2-44F8-91AD-C69551CE68BD}
-83.81364414,35.593576845,298267,23877800,,DEFAULT,,,wildcad,257,1,TNTNC,,,,,,,,,,Undetermined,,,,,2023/03/07 14:49:15+00,,,,,,,,,SACC,,,,,,RX - Tipton Oliver,,RX,FI,35.59651,-83.80586,120,,{41120D4A-D1A4-4BDA-B84C-D9069D4FFB6D},,0,0,0,0,0,,000108,wildcad,,,,Blount,TNTNC,47009,NPS,TNGSP,,NPS,Federal,,,,,,,SA25B,NPS,TNGSP,US-TN,,,,,,2023-TNGSP-000108,No Decision,,,,2023/03/07 14:52:25+00,2023/03/08 15:10:36+00,0,,,{D1ED70AA-E4B6-4293-AC30-F0D8D8B14AEF},{4B5F0B32-9B3A-4B10-A9C5-58DE0716C519}
-89.358865861,37.4846869730001,298268,23877799,,FIREREPORTING,,2023/03/07 23:15:00+00,wildcad,300,1,ILILC,,,,,,,,,,Human,,,,,2023/03/07 14:46:15+00,,2023/03/07 23:15:00+00,,,,,,,EACC,,,,,,Trail of Tears Unit 2 RX,,RX,FI,37.48459,-89.358918,300,,{38F99410-95CE-4C16-8A2B-5D48AF051E4D},,0,1,0,0,0,,230102,wildcad,,,,Union,ILILC,17181,,,,Private,Private,,,,,,,EA14,DFR,ILILS,US-IL,,,,,,2023-ILILS-230102,No Decision,,,,2023/03/07 14:49:44+00,2023/03/11 16:00:55+00,0,,,{4EA69976-7323-4EB8-8C94-4B8B25F921F7},{D358F61C-7A54-4CC2-9741-8848895BD3DE}
-88.885035495,34.0492463210001,298269,27938796,,FIREREPORTING,2023/03/28 14:29:59+00,2023/03/28 15:00:00+00,wildcad,1388,1,MSMIC,,,,,,,,,,Undetermined,,,,,2023/03/07 14:59:52+00,,2023/03/28 15:30:00+00,,,,,,,SACC,,,,,,TOMBIGBEE BB3 4 8  RX,,RX,FI,34.04924,-88.88503,,,{E3D7A8EE-D8DD-4BBD-8512-44F915EC59FE},,0,0,0,0,0,,000161,wildcad,,,,Chickasaw,MSMIC,28017,USFS,MSMNF,,USFS,Federal,,,,,,,SA23,USFS,MSMNF,US-MS,,,,,,2023-MSMNF-000161,No Decision,,,,2023/03/07 15:09:04+00,2023/04/03 16:33:01+00,0,,,{E3D7A8EE-D8DD-4BBD-8512-44F915EC59FE},{2706C614-75BD-4133-8361-1C4F99FC95E0}
-104.302509324,32.702005387,298270,23877802,,FIREREPORTING,2023/03/07 12:00:00+00,2023/03/07 19:10:00+00,wildcad,10.6,9,NMADC,,,,,,,,,,Human,,,P5SW,,2023/03/07 09:00:00+00,,2023/03/09 17:00:00+00,,,,,PD,1522,SWCC,,,,,,DAYTON,,WF,FI,32.702,-104.3025,9,,{F2888A03-516E-4C4B-BE61-43B8BD5B9B62},,0,1,0,0,1,,000057,wildcad,,,,Eddy,NMADC,35015,SF,NMN5S,,State,Other,,,,,,,SW14N,BLM,NMCAD,US-NM,,,,,,2023-NMCAD-000057,No Decision,,,,2023/03/07 15:15:25+00,2023/03/13 15:56:55+00,0,,,{C28F47A0-3448-4EDC-BF70-AEBD9463C5CA},{96EE338C-FBFC-43CC-A3A7-27A012476616}
-89.036425788,37.719967033,298273,27939590,,DEFAULT,,,wildcad,76,1,ILILC,,,,,,,,,,Human,,,,,2023/03/07 16:03:36+00,,,,,,,,,EACC,,,,,,Area 3 East RX,,RX,FI,37.719978,-89.036444,,,{F4DCE153-B05B-4864-9F23-77C45EA2E06A},,0,1,0,0,0,,230104,wildcad,,,,Williamson,ILILC,17199,FWS,ILCOR,,USFWS,Federal,,,,,,,EA14,FWS,ILCOR,US-IL,,,,,,2023-ILCOR-230104,No Decision,,,,2023/03/07 16:05:31+00,2023/04/13 19:06:45+00,0,,,{F4DCE153-B05B-4864-9F23-77C45EA2E06A},{A56011BB-DB33-4214-81D1-9013DDB0B277}
-93.605896807,34.5116162080001,298274,23877807,,DEFAULT,,,wildcad,1183,1,ARAOC,,,,,,,,,,Undetermined,,,,,2023/03/07 16:07:31+00,,,,,,,,,SACC,,,,,,Mount Ida 17 & 19,,RX,FI,34.51167,-93.60595,1183,,{8EA175E6-060D-4CFD-9F66-9C666CFFA1E2},,0,0,0,0,0,,000448,wildcad,,,,Montgomery,ARAOC,05097,USFS,AROUF,,USFS,Federal,,,,,,,SA17B,USFS,AROUF,US-AR,,,,,,2023-AROUF-000448,No Decision,,,,2023/03/07 16:08:59+00,2023/03/07 22:36:03+00,0,,,{43E61E0B-F053-4E39-81A9-4DAE22D2C49E},{9CB6369B-BC6B-4814-B3F5-E1F6816394FF}
-89.0378757889999,37.7227770330001,298275,27939591,,DEFAULT,,,wildcad,90,1,ILILC,,,,,,,,,,Human,,,,,2023/03/07 16:03:37+00,,,,,,,,,EACC,,,,,,Pigeon RX,,RX,FI,37.722775,-89.037845,90,,{614DAA9E-8A50-438B-B8A6-046733C6BE7D},,0,1,0,0,0,,230105,wildcad,,,,Williamson,ILILC,17199,FWS,ILCOR,,USFWS,Federal,,,,,,,EA14,FWS,ILCOR,US-IL,,,,,,2023-ILCOR-230105,No Decision,,,,2023/03/07 16:08:02+00,2023/04/13 19:06:23+00,0,,,{614DAA9E-8A50-438B-B8A6-046733C6BE7D},{851CF6DC-79AD-4C8A-BB8E-7BA1279D6FA9}
-89.050935791,37.7129170310001,298276,23877808,,DEFAULT,,,wildcad,1,1,ILILC,,,,,,,,,,Human,,,,,2023/03/07 16:03:37+00,,,,,,,,,EACC,,,,,,Stringtown RX,,RX,FI,37.712903,-89.050736,,,{6F5EC73B-E249-4C9C-98F5-91953ED515BF},,0,1,0,0,0,,230106,wildcad,,,,Williamson,ILILC,17199,FWS,ILCOR,,USFWS,Federal,,,,,,,EA14,FWS,ILCOR,US-IL,,,,,,2023-ILCOR-230106,No Decision,,,,2023/03/07 16:16:57+00,2023/03/09 14:46:55+00,0,,,{0F739762-820E-4773-A4CB-EB829C645965},{5C536EF5-4E2F-4467-8589-44289C4E17C0}
-89.026055785,37.721787034,298277,27939592,,DEFAULT,,,wildcad,101,1,ILILC,,,,,,,,,,Human,,,,,2023/03/07 16:03:37+00,,,,,,,,,EACC,,,,,,Martha RX,,RX,FI,37.721797,-89.026003,,,{1A083A1F-93DB-4E2A-89A8-62C606DCEC32},,0,1,0,0,0,,230107,wildcad,,,,Williamson,ILILC,17199,FWS,ILCOR,,USFWS,Federal,,,,,,,EA14,FWS,ILCOR,US-IL,,,,,,2023-ILCOR-230107,No Decision,,,,2023/03/07 16:19:27+00,2023/04/13 19:05:51+00,0,,,{1A083A1F-93DB-4E2A-89A8-62C606DCEC32},{B1C463A4-56C7-4BF0-B98D-9DCA79802685}
-88.069425828,41.3631177410001,298280,27940390,,DEFAULT,,,wildcad,34,1,ILILC,,,,,,,,,,Human,,,,,2023/03/07 16:25:44+00,,,,,,,,,EACC,,,,,,Ditch RX,,RX,FI,41.365083,-88.0695,,,{08EC3133-BC31-4407-97DC-749EE3EFA3C2},,0,1,0,0,0,,230108,wildcad,,,,Will,ILILC,17197,,,,Private,Private,,,,,,,EA10,USFS,ILMPF,US-IL,,,,,,2023-ILMPF-230108,No Decision,,,,2023/03/07 16:33:05+00,2023/04/13 19:25:02+00,0,,,{08EC3133-BC31-4407-97DC-749EE3EFA3C2},{364AC9E1-FB6E-43EE-B324-EDBD3C684909}
-120.721431722,35.553183862,298281,23877813,,DEFAULT,2023/03/07 16:40:24+00,2023/03/07 16:49:21+00,cfcad,0.01,0.01,CASLCC,,0.01,,,,,,,,Undetermined,,,,,2023/03/07 16:34:11+00,,,,,,,,,OSCC,,,,,,COASTAL CARDIOLOGY TEMP,,WF,FI,35.553179,-120.721419,,,{46E00036-7827-429F-B0BF-A04358775CD9},,0,0,0,0,0,,003886,cfcad,,,,San Luis Obispo,CASLCC,06079,,,,Private,Private,,,,,,,SC06,CAL FIRE,CASLU,US-CA,,,,,,2023-CASLU-003886,No Decision,,,,2023/03/07 16:40:30+00,2023/03/10 02:41:48+00,0,,,{6B030944-F687-40BB-8EDF-3F2CF624D043},{0DF62D73-30F4-4B5C-A1FA-92C31CA0D612}
-119.14751397,45.8614758460001,298282,23877814,,FIREREPORTING,2023/03/05 02:00:00+00,2023/03/05 20:00:00+00,wildcad,0.1,0.1,WACWC,,,,,,,,,,Undetermined,,,P5SZ,,2023/03/05 00:59:59+00,,2023/03/06 00:25:00+00,,,,,PR,1522,NWCC,,,,,,COLD SPRINGS,,WF,FI,45.86147,-119.1475,0.1,,{7089C735-3051-4E73-AD4B-3EDFDA855977},,0,0,0,0,0,,000036,wildcad,,,,Umatilla,ORBMC,41059,,,,Private,Private,,,,,,,NW10,FWS,WAMCR,US-OR,,,,,,2023-WAMCR-000036,No Decision,,,,2023/03/07 16:42:46+00,2023/03/07 17:29:33+00,0,,,{A8E8E747-73B3-4E7A-BA67-E856D528AACA},{D6174B2A-D2C1-4B6D-A671-94B24EF2ADD4}
-83.8364241469999,35.5986268450001,298283,23877815,,DEFAULT,,,wildcad,291,1,TNTNC,,,,,,,,,,Undetermined,,,,,2023/03/07 14:51:00+00,,,,,,,,,SACC,,,,,,RX - Cemetery Marsh,,RX,FI,35.59651,-83.80586,291,,{2FD29FE2-445B-43EE-AE08-0CD5837365FA},,0,0,0,0,0,,000109,wildcad,,,,Blount,TNTNC,47009,NPS,TNGSP,,NPS,Federal,,,,,,,SA25B,NPS,TNGSP,US-TN,,,,,,2023-TNGSP-000109,No Decision,,,,2023/03/07 16:46:07+00,2023/03/09 14:32:49+00,0,,,{5BA24C9A-7630-440E-BB09-7B6FFB396779},{65C33BE0-7C00-4A54-9CDA-A8193611F552}
-82.28389269,37.238618344,298284,23877816,,DEFAULT,,,ics209,300,,VAVIC,6500,,,,,Minimal,,,,Undetermined,,,,,2023/03/06 22:30:00+00,Type 4 Incident,,0,100,0,0,,,SACC,2023/03/08 13:20:56+00,2023/03/07 15:59:59+00,2023/03/08 11:00:00+00,F,Type 4 IC,Cherokee Fire,2727 Breaks Park Road Haysi Va,WF,FI,,,,,{7F2721A8-13F1-459E-A666-E4292833C35D},,0,,,,,0,23WR00123,ics209,100,100,Haysi,Dickenson,VAVIC,51051,,,,Private,Private,,,,,,,SA28A,DOF,VAVAS,US-VA,,,Timber (Grass and Understory),,12,2023-VAVAS-23WR00123,No Decision,,,,2023/03/07 16:57:14+00,2023/03/08 13:20:56+00,0,,,{1D4E0A53-101C-45FF-8E0C-D3E8FD2683B7},{923F0876-ADCD-49EA-A808-CFC1F334F31D}
-96.854647818,36.6935564440001,298285,27940792,,FIREREPORTING,2023/03/08 18:00:00+00,2023/03/27 15:59:59+00,wildcad,452,452,ARAOC,15000,,,,,Minimal,,,,Human,,,P5S1,,2023/03/06 21:00:00+00,Type 4 Incident,2023/03/27 15:59:59+00,0,100,0,0,PA,1522,SACC,2023/03/08 18:22:12+00,2023/03/06 21:59:59+00,2023/03/07 18:00:00+00,F,Type 4 IC,RED RIVER 2,"5 miles SW of Burbank, OK",WF,FI,36.69355,-96.85464,,,{8699FA1A-140E-4776-B364-4F43D3929B32},,0,1,0,0,0,0,000450,wildcad,100,100,Burbank,Osage,ARAOC,40113,,,,Private,Private,,,,,,,SA03,BIA,OKOSA,US-OK,,,Tall Grass (2.5 feet),Hardwood Litter,132,2023-OKOSA-000450,No Decision,,,,2023/03/07 17:03:10+00,2023/03/27 16:54:08+00,0,,,{8699FA1A-140E-4776-B364-4F43D3929B32},{8F0CB017-F227-40D1-B380-C40D00473126}
-96.86409782,36.694116444,298286,27940791,,FIREREPORTING,2023/03/08 18:00:00+00,2023/03/27 15:59:59+00,wildcad,179,179,ARAOC,,,,,,,,,,Human,,,P5S0,,2023/03/06 21:00:00+00,,2023/03/27 15:59:59+00,,,,,PA,1522,SACC,,,,,,RED RIVER 1,,WF,FI,36.69411,-96.86409,,,{2C79FD70-6FCE-41FA-8A67-4366A26A77D8},,0,1,0,0,0,,000449,wildcad,,,,Osage,ARAOC,40113,,,,Private,Private,,,,,,,SA03,BIA,OKOSA,US-OK,,,,,,2023-OKOSA-000449,No Decision,,,,2023/03/07 17:00:22+00,2023/03/27 16:54:22+00,0,,,{2C79FD70-6FCE-41FA-8A67-4366A26A77D8},{99DA2AD8-9A22-487E-8633-7999B31880A1}
-96.827707811,36.6946764460001,298287,27940794,,FIREREPORTING,2023/03/08 18:00:00+00,2023/03/27 15:59:59+00,wildcad,34,34,ARAOC,,,,,,,,,,Human,,,P5S2,,2023/03/06 21:00:00+00,,2023/03/27 15:59:59+00,,,,,PA,1522,SACC,,,,,,RED RIVER 3,,WF,FI,36.69467,-96.8277,,,{3DF1E572-9B61-448A-B99D-9AC5066E8B14},,0,1,0,0,0,,000451,wildcad,,,,Osage,ARAOC,40113,,,,Private,Private,,,,,,,SA03,BIA,OKOSA,US-OK,,,,,,2023-OKOSA-000451,No Decision,,,,2023/03/07 17:05:58+00,2023/03/27 16:53:54+00,0,,,{3DF1E572-9B61-448A-B99D-9AC5066E8B14},{8691A7D1-339B-4B9A-9A0F-0C45259DF52D}
-96.767147795,36.6946664490001,298289,27941190,,FIREREPORTING,2023/03/08 18:00:00+00,2023/03/27 15:59:59+00,wildcad,213,213,ARAOC,15000,,,,,Minimal,,,,Human,,,P5S3,,2023/03/06 21:00:00+00,Type 4 Incident,2023/03/27 15:59:59+00,0,100,0,0,PA,1522,SACC,2023/03/08 18:27:29+00,2023/03/06 21:14:59+00,2023/03/08 18:00:00+00,F,Type 4 IC,RED RIVER 4,"5 miles SW of Burbank, OK",WF,FI,36.69466,-96.76714,,,{95B8CB0A-1047-456B-AE46-15161583A4EE},,0,1,0,0,0,0,000452,wildcad,100,100,Burbank,Osage,ARAOC,40113,,,,Private,Private,,,,,,,SA03,BIA,OKOSA,US-OK,,,Tall Grass (2.5 feet),Hardwood Litter,132,2023-OKOSA-000452,No Decision,,,,2023/03/07 17:08:38+00,2023/03/27 16:53:40+00,0,,,{95B8CB0A-1047-456B-AE46-15161583A4EE},{B13C724A-B6CD-420E-8212-E69DEE9D25EA}
-85.159814468,34.523926569,298290,23877822,,DEFAULT,,,wildcad,1,1,GAGIC,,,,,,,,,,Undetermined,,,,,2023/03/06 13:46:36+00,,,,,,,,,SACC,,,,,,Fischers Chapel,,RX,FI,34.52392,-85.15981,,,{8BE3E9EE-133D-4FE9-96C3-AE45AC9D7778},,0,0,0,0,0,,230031,wildcad,,,,Chattooga,GAGIC,13055,USFS,GACHF,,USFS,Federal,,,,,,,SA40,USFS,GACHF,US-GA,,,,,,2023-GACHF-230031,No Decision,,,,2023/03/07 17:22:41+00,2023/03/07 17:22:43+00,0,,,{10A87FC9-064B-4EFE-9756-206D1644FC5F},{25463FC5-798D-47F0-9CC3-54E99A2126D0}
-96.079927496,35.118836204,298291,23877825,,FIREREPORTING,2023/03/06 00:20:00+00,2023/03/11 18:00:00+00,wildcad,9.32,9.32,ARAOC,,,,,,,,,,Human,,,P5S5,,2023/03/05 22:30:00+00,,2023/03/11 18:00:00+00,,,,,PA,1522,SACC,,,,,,LAKE HOUSE,,WF,FI,35.11883,-96.07992,3.9,,{98696A7F-DA93-470C-BCA9-B11B6B11D926},,0,1,0,0,0,,000454,wildcad,,,,Hughes,ARAOC,40063,,,,Private,Private,,,,,,,SA17A,BIA,OKOMA,US-OK,,,,,,2023-OKOMA-000454,No Decision,,,,2023/03/07 17:29:09+00,2023/03/11 20:35:34+00,0,,,{5B3BA83C-BB1D-4BCB-8DB7-4D0C64E815F2},{CE75F83F-0E19-4E87-989C-179DE63A0C6B}
-96.289377659,36.535216447,298292,23877823,,FIREREPORTING,2023/03/07 17:00:00+00,2023/03/11 18:00:00+00,wildcad,1.55,1.55,ARAOC,,,,,,,,,,Human,,,P5S4,,2023/03/06 04:34:59+00,,2023/03/11 18:00:00+00,,,,,PA,1522,SACC,,,,,,LATE NIGHT,,WF,FI,36.53521,-96.28937,,,{8C2FB91C-BC11-4832-95F8-EB5CF1D78AF2},,0,1,0,0,0,,000453,wildcad,,,,Osage,ARAOC,40113,,,,Private,Private,,,,,,,SA03,BIA,OKOSA,US-OK,,,,,,2023-OKOSA-000453,No Decision,,,,2023/03/07 17:25:39+00,2023/03/11 20:35:21+00,0,,,{5ED3A880-26CC-4BA1-BEB6-EB18712B9DF9},{7311EBBB-AE6E-42D3-8F1B-EAC468E84AE5}
-83.5006869159999,33.1591733390001,298293,23877824,,DEFAULT,,,wildcad,1,1,GAGIC,,,,,,,,,,Undetermined,,,,,2023/02/21 20:12:50+00,,,,,,,,,SACC,,,,,,Compartment 127,,RX,FI,33.159167,-83.500683,1189,,{0B5F3F18-288E-41F0-B666-C501201437C8},,0,0,0,0,0,,230016,wildcad,,,,Jones,GAGIC,13169,USFS,GACHF,,USFS,Federal,,,,,,,SA41,USFS,GACHF,US-GA,,,,,,2023-GACHF-230016,No Decision,,,,2023/03/07 17:26:06+00,2023/03/07 17:26:08+00,0,,,{C731AB9F-DC7F-4060-A807-B37094DF33EC},{A6F2A0AF-9E08-46EE-9082-6CE2BF33FA13}
-117.944632144,34.137994882,298294,23877826,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,2023/03/07 17:47:49+00,,,,,,,,,OSCC,,,,,,LAC-079460,,WF,FI,34.13799,-117.94462,,,{22B11AD8-D97F-4896-B330-927E59484116},,0,,,,,,079460,lacocad,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2023-CALAC-079460,No Decision,,,,2023/03/07 17:50:49+00,2023/03/07 17:50:49+00,0,,,{2EDF0155-8423-414F-AC32-C1BDF219C83C},{8F037D81-EB98-4D59-9B68-88F1E5FE58EE}
-115.346611878,36.2640852800001,298295,23877827,,FIREREPORTING,2023/03/07 18:59:00+00,2023/03/07 18:59:00+00,wildcad,0.1,0.1,NVLIC,,,,,,,,,,Human,,,P5S7,,2023/03/07 17:02:00+00,,2023/03/08 15:59:59+00,,,,,,,GBCC,,,,,,TROPIC,,WF,FI,36.25773,-115.3369,0.1,,{13E7AC00-2C8D-4D08-84FE-514BE06347F5},,0,1,0,0,0,,500214,wildcad,,,,Clark,NVLIC,32003,BLM,NVSND,,BLM,Federal,,,,,,,GB24,BLM,NVSND,US-NV,,,,,,2023-NVSND-500214,No Decision,,,,2023/03/07 18:25:42+00,2023/03/14 15:12:07+00,0,,,{08078419-66A3-4392-830F-002770D938ED},{1068D4FD-9AF8-414B-8AAC-D9C87AA5457F}
-84.352385038,44.5578684860001,298296,27941991,,DEFAULT,,,wildcad,40,1,MIMIDC,,,,,,,,,,Undetermined,,,,,2023/03/07 13:36:07+00,,,,,,,,,EACC,,,,,,Kinsey Hunt RX,,RX,FI,44.55786,-84.35238,,,{6D480758-AD53-4EEA-BF11-1365AD8C1F00},,0,1,0,0,0,,230024,wildcad,,,,Oscoda,MIMIDC,26135,USFS,MIHMF,,USFS,Federal,,,,,,,EA07,USFS,MIHMF,US-MI,,,,,,2023-MIHMF-230024,No Decision,,,,2023/03/07 18:35:57+00,2023/03/16 14:45:58+00,0,,,{6D480758-AD53-4EEA-BF11-1365AD8C1F00},{401FC11D-4B4E-499F-99AF-24412DE8E818}
-83.645344797,44.3676584930001,298297,27942390,,DEFAULT,,,wildcad,28,1,MIMIDC,,,,,,,,,,Undetermined,,,,,2023/03/07 13:32:26+00,,,,,,,,,EACC,,,,,,Corsair 4 RX,,RX,FI,44.36765,-83.64534,,,{53898AC1-9688-4AE7-91C2-71D0E9C1E2C6},,0,1,0,0,0,,230023,wildcad,,,,Iosco,MIMIDC,26069,USFS,MIHMF,,USFS,Federal,,,,,,,EA07,USFS,MIHMF,US-MI,,,,,,2023-MIHMF-230023,No Decision,,,,2023/03/07 18:36:02+00,2023/03/16 14:46:07+00,0,,,{53898AC1-9688-4AE7-91C2-71D0E9C1E2C6},{9EA5A59C-86EF-4C6C-9EA5-1C07E6D9958C}
-92.866666771,36.7467566620001,298298,27941992,,FIREREPORTING,2023/03/07 23:00:00+00,2023/03/11 18:46:00+00,wildcad,139.96,1,MOMOC,,,,,,,,,,Undetermined,,,P5S6,,2023/03/07 18:04:00+00,,2023/03/11 18:46:00+00,,,,,P9,0905,EACC,,,,,,Eldridge,,WF,FI,36.75155,-92.86552,5,,{68DC793E-F82C-4A7A-B5B4-E95D76DDB538},,0,1,0,0,0,,000120,wildcad,,,,Taney,MOMOC,29213,,,,Private,Private,,,,,,,EA13,USFS,MOMTF,US-MO,,,,,,2023-MOMTF-000120,No Decision,,,,2023/03/07 19:00:17+00,2023/03/16 18:57:28+00,0,,,{68DC793E-F82C-4A7A-B5B4-E95D76DDB538},{EE9A4F44-DA1E-4423-9C8F-F1158A629FFA}
